StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID4,Q7,Q6,Q33,Q8,Q9,Q10,Q11,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20
2025-12-14 06:28:06,2025-12-14 06:37:50,IP Address,83.85.187.179,100,583,True,2025-12-14 06:37:50,R_8OjKKeCfU6hNSry,,,,,52.0708,4.3079,anonymous,EN,"Ja, ik ga akkoord en neem vrijwillig deel aan dit onderzoek.",70-74 jaar,Man,Nee,Nee,"Ik speelde vroeger een (of meerdere) instrument(en) of ik zong, en nu nog steeds",Ik herken vaak muziek uit de jaren '80,5,1: Ik vind het niet mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,2: Ik vind het redelijk,1: Ik vind het niet mooi,3: Ik vind het mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,4: Ik vind het heel mooi,1: Ik vind het niet mooi,4: Ik vind het heel mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,3: Ik vind het mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk
2025-12-14 08:30:59,2025-12-14 08:37:53,IP Address,104.28.30.75,100,414,True,2025-12-14 08:37:53,R_2pS5A1xdJgNoKNu,,,,,52.3759,4.8975,anonymous,EN,"Ja, ik ga akkoord en neem vrijwillig deel aan dit onderzoek.",75-79 jaar,Man,Nee,Nee,Ik heb geen muzikale achtergrond,Ik herken soms muziek uit de jaren '80,5,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk
2025-12-14 12:30:07,2025-12-14 12:43:26,IP Address,77.164.132.170,100,799,True,2025-12-14 12:43:27,R_2IMAKA3vRVOB6N4,,,,,51.5711,4.8031,anonymous,EN,"Ja, ik ga akkoord en neem vrijwillig deel aan dit onderzoek.",75-79 jaar,Man,Nee,Nee,"Ik speelde vroeger een (of meerdere) instrument(en) of ik zong, maar nu niet meer",Ik herken vaak muziek uit de jaren '80,5,2: Ik vind het redelijk,1: Ik vind het niet mooi,4: Ik vind het heel mooi,3: Ik vind het mooi,2: Ik vind het redelijk,3: Ik vind het mooi,3: Ik vind het mooi,1: Ik vind het niet mooi,3: Ik vind het mooi,1: Ik vind het niet mooi,3: Ik vind het mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,3: Ik vind het mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,2: Ik vind het redelijk,2: Ik vind het redelijk,1: Ik vind het niet mooi
2025-12-14 13:53:00,2025-12-14 14:03:12,IP Address,84.30.148.93,100,612,True,2025-12-14 14:03:14,R_8IWstAMMIWaxvvX,,,,,51.5653,5.0543,anonymous,EN,"Ja, ik ga akkoord en neem vrijwillig deel aan dit onderzoek.",70-74 jaar,Man,Nee,Nee,Ik heb geen muzikale achtergrond,Ik herken soms muziek uit de jaren '80,4,2: Ik vind het redelijk,3: Ik vind het mooi,2: Ik vind het redelijk,3: Ik vind het mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,4: Ik vind het heel mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,1: Ik vind het niet mooi,1: Ik vind het niet mooi
2025-12-15 08:44:05,2025-12-15 08:55:29,IP Address,82.170.50.24,100,683,True,2025-12-15 08:55:29,R_8DqvxeQIfMh66IN,,,,,51.698,5.2985,anonymous,EN,"Ja, ik ga akkoord en neem vrijwillig deel aan dit onderzoek.",70-74 jaar,Man,Nee,Nee,Ik heb geen muzikale achtergrond,Ik herken soms muziek uit de jaren '80,4,1: Ik vind het niet mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,3: Ik vind het mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,1: Ik vind het niet mooi
2025-12-15 10:08:25,2025-12-15 10:56:13,IP Address,87.208.31.216,100,2867,True,2025-12-15 10:56:13,R_8exKiLPSvJEBwaJ,,,,,51.4646,5.7912,anonymous,EN,"Ja, ik ga akkoord en neem vrijwillig deel aan dit onderzoek.",65-69 jaar,Man,Nee,Nee,"Ik speelde vroeger een (of meerdere) instrument(en) of ik zong, maar nu niet meer",Ik herken vaak muziek uit de jaren '80,5,2: Ik vind het redelijk,2: Ik vind het redelijk,1: Ik vind het niet mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,3: Ik vind het mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,1: Ik vind het niet mooi,3: Ik vind het mooi,2: Ik vind het redelijk,3: Ik vind het mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,1: Ik vind het niet mooi,3: Ik vind het mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,3: Ik vind het mooi
2025-12-15 13:51:11,2025-12-15 14:03:09,IP Address,188.142.5.53,100,717,True,2025-12-15 14:03:09,R_8sbnKUsHqGC0oGE,,,,,51.9191,4.4414,anonymous,EN,"Ja, ik ga akkoord en neem vrijwillig deel aan dit onderzoek.",65-69 jaar,Man,Nee,Nee,"Ik speelde vroeger een (of meerdere) instrument(en) of ik zong, maar nu niet meer",Ik herken vaak muziek uit de jaren '80,5,3: Ik vind het mooi,2: Ik vind het redelijk,3: Ik vind het mooi,3: Ik vind het mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,1: Ik vind het niet mooi,2: Ik vind het redelijk,4: Ik vind het heel mooi,3: Ik vind het mooi,2: Ik vind het redelijk,3: Ik vind het mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,2: Ik vind het redelijk,2: Ik vind het redelijk,1: Ik vind het niet mooi,3: Ik vind het mooi,2: Ik vind het redelijk,3: Ik vind het mooi
2025-12-16 00:55:06,2025-12-16 01:08:47,IP Address,83.247.33.100,100,820,True,2025-12-16 01:08:47,R_8nOszIlJnfk11sK,,,,,52.1122,5.7115,anonymous,EN,"Ja, ik ga akkoord en neem vrijwillig deel aan dit onderzoek.",65-69 jaar,Man,Nee,Nee,Ik heb geen muzikale achtergrond,Ik herken soms muziek uit de jaren '80,4,2: Ik vind het redelijk,3: Ik vind het mooi,2: Ik vind het redelijk,3: Ik vind het mooi,2: Ik vind het redelijk,3: Ik vind het mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,2: Ik vind het redelijk,2: Ik vind het redelijk,2: Ik vind het redelijk,3: Ik vind het mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,2: Ik vind het redelijk,2: Ik vind het redelijk,2: Ik vind het redelijk,3: Ik vind het mooi,2: Ik vind het redelijk,4: Ik vind het heel mooi
2025-12-15 14:07:16,2025-12-16 02:00:00,IP Address,77.166.228.34,100,42763,True,2025-12-16 02:00:00,R_2K3lWk7PxCcZocw,,,,,51.405,5.7481,anonymous,EN,"Ja, ik ga akkoord en neem vrijwillig deel aan dit onderzoek.",80-85 jaar,Man,"Ja, veel",Ja,"Ik speelde vroeger een (of meerdere) instrument(en) of ik zong, maar nu niet meer",Ik herken soms muziek uit de jaren '80,3,4: Ik vind het heel mooi,3: Ik vind het mooi,2: Ik vind het redelijk,3: Ik vind het mooi,2: Ik vind het redelijk,3: Ik vind het mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,3: Ik vind het mooi,1: Ik vind het niet mooi,4: Ik vind het heel mooi,2: Ik vind het redelijk,3: Ik vind het mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,3: Ik vind het mooi,2: Ik vind het redelijk,3: Ik vind het mooi,4: Ik vind het heel mooi
2025-12-16 01:57:20,2025-12-16 02:02:40,IP Address,77.161.0.158,100,320,True,2025-12-16 02:02:41,R_2DTu1vzOL7hcwdP,,,,,51.4646,5.7912,anonymous,EN,"Ja, ik ga akkoord en neem vrijwillig deel aan dit onderzoek.",70-74 jaar,Man,Nee,Nee,"Ik speelde vroeger een (of meerdere) instrument(en) of ik zong, en nu nog steeds",Ik herken soms muziek uit de jaren '80,5,3: Ik vind het mooi,3: Ik vind het mooi,2: Ik vind het redelijk,4: Ik vind het heel mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,1: Ik vind het niet mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,3: Ik vind het mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,1: Ik vind het niet mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,2: Ik vind het redelijk
2025-12-16 03:03:16,2025-12-16 03:16:58,IP Address,80.61.150.2,100,821,True,2025-12-16 03:16:58,R_8mXkKStN6wsRPq8,,,,,51.4646,5.7912,anonymous,EN,"Ja, ik ga akkoord en neem vrijwillig deel aan dit onderzoek.",75-79 jaar,Man,Nee,Nee,"Ik speelde vroeger een (of meerdere) instrument(en) of ik zong, maar nu niet meer",Ik herken soms muziek uit de jaren '80,5,2: Ik vind het redelijk,3: Ik vind het mooi,3: Ik vind het mooi,3: Ik vind het mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,4: Ik vind het heel mooi,3: Ik vind het mooi,3: Ik vind het mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,1: Ik vind het niet mooi,3: Ik vind het mooi,4: Ik vind het heel mooi
2025-12-16 11:26:25,2025-12-16 11:33:41,IP Address,77.170.201.117,100,435,True,2025-12-16 11:33:41,R_2CJEsDXrtEfMHg8,,,,,51.5494,5.6917,anonymous,EN,"Ja, ik ga akkoord en neem vrijwillig deel aan dit onderzoek.",75-79 jaar,Man,"Ja, een beetje",Ja,Ik heb geen muzikale achtergrond,Ik herken soms muziek uit de jaren '80,5,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,1: Ik vind het niet mooi,2: Ik vind het redelijk
2025-12-17 02:51:34,2025-12-17 03:04:10,IP Address,62.131.194.92,100,756,True,2025-12-17 03:04:11,R_2OlkPxUDtBHaMZg,,,,,51.405,5.7481,anonymous,EN,"Ja, ik ga akkoord en neem vrijwillig deel aan dit onderzoek.",70-74 jaar,Man,Nee,Nee,Ik heb geen muzikale achtergrond,Ik herken vaak muziek uit de jaren '80,4,1: Ik vind het niet mooi,2: Ik vind het redelijk,3: Ik vind het mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,2: Ik vind het redelijk,1: Ik vind het niet mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,2: Ik vind het redelijk,2: Ik vind het redelijk,2: Ik vind het redelijk,1: Ik vind het niet mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,1: Ik vind het niet mooi,3: Ik vind het mooi,2: Ik vind het redelijk,2: Ik vind het redelijk
2025-12-17 06:15:35,2025-12-17 06:20:54,IP Address,89.98.201.142,100,319,True,2025-12-17 06:20:55,R_2rjdXSTy2JaOQSW,,,,,51.4646,5.7912,anonymous,EN,"Ja, ik ga akkoord en neem vrijwillig deel aan dit onderzoek.",Zeg ik liever niet,Vrouw,Nee,Ja,Ik heb een professionele muzikale achtergrond,Ik herken vaak muziek uit de jaren '80,5,1: Ik vind het niet mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,3: Ik vind het mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,1: Ik vind het niet mooi,3: Ik vind het mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,1: Ik vind het niet mooi,1: Ik vind het niet mooi,2: Ik vind het redelijk,2: Ik vind het redelijk,4: Ik vind het heel mooi
